Time (s),Current (uA)
108.28,3009685.19
108.29,4596248.37
108.3,3913031.42
108.31,4036463.04
108.32,4457404.54
108.33,3950028.56
108.34,4013603.45
108.35,3701797.37
108.36,4302820.28
108.37,3497417.68
108.38,4096815.79
108.39,3513493.52
108.4,3486887.03
108.41,3577779.79
108.42,3721979.52
108.43,3848998.17
108.44,5874891.9
108.45,3031822.31
108.46,4422904.84
108.47,3831219.3
108.48,3581923.93
108.49,4169118.87
108.5,3382519.85
108.51,3567577.4
108.52,4026800.46
108.53,4757473.69
108.54,4570183.65
108.55,4800990.6
108.56,4501778.28
108.57,4338802.74
108.58,4203595.0
108.59,4428671.84
108.6,2937646.13
108.61,3948669.17
108.62,4763260.43
108.63,4358400.06
108.64,3584360.0
108.65,4506587.5
108.66,3624238.84
108.67,4235458.23
108.68,2568194.55
108.69,3654058.98
108.7,3945887.43
108.71,3651554.94
108.72,4098675.25
108.73,4096823.32
108.74,2941710.41
108.75,4244153.35
108.76,3034472.46
108.77,3629287.19
108.78,3471397.48
108.79,3957098.77
108.8,2908305.27
108.81,3624323.06
108.82,3985706.98
108.83,3909161.08
108.84,3657330.83
108.85,4481871.31
108.86,4221381.17
108.87,4008268.03
108.88,3399963.55
108.89,4287478.31
108.9,3824106.31
108.91,2981960.11
108.92,4039572.2
108.93,4613089.35
108.94,3862775.3
108.95,3453817.82
108.96,4242073.77
108.97,3185088.46
108.98,4929695.83
108.99,4044387.57
109.0,3074505.57
109.01,4815756.81
109.02,4916496.36
109.03,3230215.38
109.04,3703629.17
109.05,3968260.7
109.06,3442508.49
109.07,4182534.12
109.08,3857303.98
109.09,3846650.74
109.1,3785851.62
109.11,3985917.9
109.12,3216104.46
109.13,4091357.69
109.14,4233736.56
109.15,4423494.17
109.16,3311798.41
109.17,3418111.2
109.18,4763304.99
109.19,2975011.44
109.2,4048281.67
109.21,5205510.43
109.22,3189462.82
109.23,4676773.65
109.24,4104734.78
109.25,4420435.66
109.26,3156001.81
109.27,4340588.44
109.28,3235842.33
109.29,3652327.55
109.3,3691581.42
109.31,3487969.57
109.32,3911063.46
109.33,3596957.51
109.34,4226541.0
109.35,3836360.46
109.36,4081865.44
109.37,4445968.48
109.38,3104464.03
109.39,3219552.27
109.4,4401386.72
109.41,3321077.53
109.42,4149311.95
109.43,3228376.72
109.44,4195382.22
109.45,3182991.02
109.46,3225208.68
109.47,3381849.28
109.48,3940586.99
109.49,2632845.05
109.5,4515439.23
109.51,3679172.41
109.52,4032580.63
109.53,3987378.42
109.54,3352742.63
109.55,3283089.97
109.56,4319725.15
109.57,6018655.45
109.58,4734285.82
109.59,2675987.57
109.6,4202995.02
109.61,3572468.43
109.62,3228688.66
109.63,3812463.62
109.64,4367323.2
109.65,3149583.04
109.66,4586715.7
109.67,3341584.99
109.68,3427382.71
109.69,4354257.48
109.7,3937707.01
109.71,3684794.27
109.72,3332785.68
109.73,4004126.41
109.74,3506134.07
109.75,3168699.2
109.76,3141967.74
109.77,4133935.72
109.78,3608214.49
109.79,2632935.73
109.8,3076516.33
109.81,4432530.24
109.82,4020493.77
109.83,5293085.13
109.84,4228786.57
109.85,3901563.79
109.86,3976509.47
109.87,3408870.9
109.88,4504112.15
109.89,3261252.83
109.9,3570304.96
109.91,4105550.46
109.92,3783338.47
109.93,3799226.43
109.94,4141458.35
109.95,4320204.41
109.96,3332234.32
109.97,3227893.47
109.98,4149760.6
109.99,2857007.35
110.0,4876428.28
110.01,4124910.51
110.02,4984701.53
110.03,3132000.72
110.04,3555668.76
110.05,4203924.5
110.06,4029849.22
110.07,4020503.77
110.08,4261184.23
110.09,3637623.29
110.1,3515238.27
110.11,4478446.63
110.12,3607523.22
110.13,3931111.65
110.14,3096167.65
110.15,4582873.62
110.16,3240836.74
110.17,3248179.94
110.18,3930173.5
110.19,3763846.38
110.2,4084067.32
110.21,3576585.92
110.22,3939535.36
110.23,4188453.98
110.24,3838056.06
110.25,4249886.09
110.26,4017373.87
110.27,3468815.61
110.28,4025446.63
110.29,4154806.92
110.3,3226754.14
110.31,3754150.45
110.32,4618746.02
110.33,4578234.55
110.34,3578025.39
110.35,3739537.29
110.36,5578801.55
110.37,3481398.59
110.38,3697142.65
110.39,2809621.72
110.4,4920175.57
110.41,3230309.22
110.42,4570525.17
110.43,2304880.93
110.44,4170653.43
110.45,3291308.93
110.46,3922342.64
110.47,3765943.18
110.48,3955258.87
110.49,4024115.95
110.5,4717991.8
110.51,4839111.62
110.52,3577535.85
110.53,4488755.99
110.54,3443030.12
110.55,3456773.01
110.56,5569072.42
110.57,3526613.63
110.58,4049894.95
110.59,3261864.0
110.6,3462384.55
110.61,4098896.06
110.62,3499141.45
110.63,3126078.14
110.64,4512539.4
110.65,4020116.13
110.66,4287035.6
110.67,2637093.35
110.68,3306180.29
110.69,4294191.81
110.7,3887666.44
110.71,4043248.79
110.72,3409562.46
110.73,3535654.39
110.74,3415405.8
110.75,4451543.07
110.76,3172089.94
110.77,4053249.48
110.78,3453778.73
110.79,4572960.53
110.8,4913153.38
110.81,4272140.13
110.82,3447731.95
110.83,4268505.26
110.84,3928685.23
110.85,4615500.02
110.86,3982370.68
110.87,3000963.52
110.88,4511874.33
110.89,3252463.02
110.9,4256248.82
110.91,4438726.35
110.92,3456041.08
110.93,3619508.74
110.94,4040708.6
110.95,4073620.56
110.96,4913257.01
110.97,3093556.7
110.98,4540203.69
110.99,3775004.92
111.0,4575045.9
111.01,2964722.29
111.02,3706605.83
111.03,3908731.42
111.04,3668192.76
111.05,4056701.59
111.06,3498289.28
111.07,4174971.74
111.08,4350209.92
111.09,3403145.74
111.1,4085677.07
111.11,3517987.64
111.12,3834454.1
111.13,4286099.62
111.14,4186367.16
111.15,2412358.52
111.16,3437618.96
111.17,5084497.94
111.18,4173758.88
111.19,3961268.66
111.2,4175894.0
111.21,4432208.2
111.22,3638128.41
111.23,2677973.74
111.24,3839203.9
111.25,3969627.78
111.26,3686058.19
111.27,3789336.74
111.28,4382172.94
111.29,4181680.59
111.3,3672612.99
111.31,4211177.71
111.32,4531191.6
111.33,3757711.22
111.34,4580864.03
111.35,3845436.9
111.36,3504865.66
111.37,3632787.56
111.38,4268335.0
111.39,3942061.7
111.4,2733357.54
111.41,3954014.19
111.42,3427679.11
111.43,4326171.15
111.44,2922024.24
111.45,4779522.4
111.46,3261536.27
111.47,4361918.86
111.48,4312719.69
111.49,3704676.95
111.5,3200690.92
111.51,4383652.5
111.52,3962592.43
111.53,3407994.65
111.54,3444870.8
111.55,4299457.15
111.56,4125130.64
111.57,2974689.5
111.58,4029896.33
111.59,3974805.23
111.6,3922557.65
111.61,3773481.59
111.62,3571752.96
111.63,3650333.98
111.64,4800827.04
111.65,3112116.44
111.66,3675009.16
111.67,2987884.71
111.68,3493750.58
111.69,4868676.48
111.7,3924792.07
111.71,4820356.05
111.72,2697365.49
111.73,3043206.61
111.74,4503750.8
111.75,3799808.25
111.76,3002459.79
111.77,4026443.72
111.78,3051577.1
111.79,3861670.33
111.8,4516181.63
111.81,4266876.6
111.82,3752597.57
111.83,3678847.02
111.84,3998619.57
111.85,4637997.15
111.86,3178900.36
111.87,3714099.55
111.88,4065977.71
111.89,4683918.61
111.9,3490111.38
111.91,4096953.67
111.92,4274654.19
111.93,4515979.49
111.94,3811836.37
111.95,3615999.77
111.96,4026838.64
111.97,3595981.23
111.98,4399702.59
111.99,4446253.27
112.0,4483025.66
112.01,4577800.31
112.02,3235872.53
112.03,4252760.56
112.04,5406249.53
112.05,3102714.5
112.06,3695482.74
112.07,4983529.87
112.08,3391224.49
112.09,4351272.29
112.1,4893127.6
112.11,4810419.34
112.12,3311666.27
112.13,4036976.46
112.14,4015241.61
112.15,4257504.27
112.16,4082989.24
112.17,2795493.64
112.18,4685778.52
112.19,3301901.29
112.2,3898074.76
112.21,3902302.68
112.22,4498923.84
112.23,3859723.71
112.24,3252062.52
112.25,3387240.73
112.26,2799028.93
112.27,3760265.57
112.28,3151023.85
112.29,3643085.84
112.3,4378447.2
112.31,3126699.12
112.32,4751050.2
112.33,4385692.07
112.34,3813772.56
112.35,4744242.39
112.36,4109356.03
112.37,2993069.85
112.38,4188373.29
112.39,4235025.17
112.4,3802060.3
112.41,4283184.05
112.42,4319455.81
112.43,3053603.42
112.44,4639907.58
112.45,4429153.85
112.46,4446963.38
112.47,3899360.26
112.48,3859294.16
112.49,5412066.17
112.5,4082484.39
112.51,4726466.05
112.52,3341507.28
112.53,3994703.95
112.54,3261159.15
112.55,3380710.89
112.56,4172149.39
112.57,4123743.68
112.58,3017862.37
112.59,3591855.49
112.6,4333976.45
112.61,3996472.25
112.62,3829302.83
112.63,4117170.54
112.64,4050401.6
112.65,2792624.4
112.66,3576720.8
112.67,4772595.72
112.68,4189767.78
112.69,3477066.25
112.7,4232007.05
112.71,3363812.52
112.72,3982557.82
112.73,2983522.99
112.74,3510378.61
112.75,4239357.21
112.76,3994662.52
112.77,2712182.48
112.78,3814239.21
112.79,4079525.6
112.8,4454689.1
112.81,3624979.03
112.82,4107594.83
112.83,4313282.22
112.84,4285303.47
112.85,4030212.7
112.86,3540022.28
112.87,4387652.49
112.88,3304244.35
112.89,4230772.24
112.9,3713355.01
112.91,4324000.58
112.92,4352495.91
112.93,2713186.1
112.94,4628259.17
112.95,3522718.94
112.96,4050003.87
112.97,3324973.29
112.98,4208298.88
112.99,4400635.7
113.0,4527839.14
113.01,5139929.36
113.02,3639154.05
113.03,3728358.98
113.04,4152034.49
113.05,4088863.85
113.06,3097090.03
113.07,3234620.41
113.08,5140272.55
113.09,3716531.58
113.1,3848278.95
113.11,5251622.67
113.12,3065820.01
113.13,3431363.47
113.14,4233803.92
113.15,3332580.99
113.16,4215003.66
113.17,4241622.48
113.18,4330328.83
113.19,4093232.26
113.2,3689444.94
113.21,3470833.51
113.22,4896438.1
113.23,5023250.74
113.24,3966933.99
113.25,3482040.6
113.26,2731130.75
113.27,3917822.28
113.28,3913879.63
113.29,4747452.67
113.3,3705405.71
113.31,4166567.48
113.32,3998696.9
113.33,3417538.41
113.34,3641160.69
113.35,3905933.54
113.36,4019661.16
113.37,3578763.43
113.38,5179059.93
113.39,3158188.17
113.4,3548450.49
113.41,3576160.73
113.42,4078220.08
113.43,3436816.27
113.44,4744655.95
113.45,4190019.2
113.46,3873842.68
113.47,4817221.51
113.48,3491941.58
113.49,5768975.21
113.5,3703196.91
113.51,3530660.04
113.52,3811248.87
113.53,3113378.61
113.54,3976369.85
113.55,4105685.61
113.56,3599684.5
113.57,5000233.85
113.58,4322511.57
113.59,4875044.45
113.6,2598755.08
113.61,4290974.39
113.62,2606799.53
113.63,4215392.15
113.64,4063594.93
113.65,3040030.79
113.66,5147666.27
113.67,4241173.64
113.68,3861396.15
113.69,3276812.67
113.7,3551027.46
113.71,4569109.99
113.72,3470123.33
113.73,3949853.58
113.74,4178736.74
113.75,3007852.62
113.76,4244071.98
113.77,3117029.21
113.78,3330370.41
113.79,4665382.55
113.8,3978206.32
113.81,3191440.49
113.82,3235976.07
113.83,3397733.18
113.84,3962418.25
113.85,5537510.82
113.86,3744301.33
113.87,3815279.4
113.88,3841982.38
113.89,4235834.06
113.9,3518308.32
113.91,3243108.88
113.92,4357749.02
113.93,5015415.63
113.94,4138510.89
113.95,3744744.99
113.96,3154845.27
113.97,3714257.19
113.98,3949807.54
113.99,2877259.35
114.0,3988561.88
114.01,3701654.78
114.02,3806770.84
114.03,4510640.11
114.04,3712640.72
114.05,3606683.85
114.06,5440678.45
114.07,3578008.45
114.08,3809990.7
114.09,3377089.03
114.1,4330093.19
114.11,3397641.52
114.12,4704588.24
114.13,3429462.27
114.14,4622192.86
114.15,3744557.56
114.16,3473456.12
114.17,4070645.63
114.18,3554806.93
114.19,3790710.52
114.2,6269242.15
114.21,3762042.97
114.22,3122622.1
114.23,3685613.1
114.24,3315960.24
114.25,4777115.49
114.26,3967392.46
114.27,3367787.64
114.28,3224463.38
114.29,3809760.54
114.3,4200588.75
114.31,2941201.99
114.32,4989392.49
114.33,3767489.79
114.34,3216357.62
114.35,3674831.46
114.36,4851559.15
114.37,4588229.16
114.38,3772769.05
114.39,4413725.51
114.4,3276400.6
114.41,3811461.1
114.42,3242105.26
114.43,3561679.19
114.44,4427531.03
114.45,3493192.47
114.46,4020028.98
114.47,4049127.73
114.48,3600730.45
114.49,3952018.94
114.5,2973938.45
114.51,4287429.78
114.52,3282752.05
114.53,4201678.57
114.54,3471019.78
114.55,4099634.55
114.56,4282790.34
114.57,3397294.15
114.58,3986201.92
114.59,3949184.25
114.6,3682578.65
114.61,4843260.57
114.62,4220211.89
114.63,3399779.7
114.64,3214698.74
114.65,3789975.29
114.66,4450722.87
114.67,3245523.81
114.68,5004716.97
114.69,3963414.21
114.7,3944504.79
114.71,3416659.09
114.72,4128004.75
114.73,4719912.01
114.74,5165462.91
114.75,3399954.65
114.76,3589006.32
114.77,4460668.52
114.78,3522314.42
114.79,4322447.78
114.8,3384077.88
114.81,4188336.56
114.82,5855934.46
114.83,3724510.31
114.84,3230753.62
114.85,4055648.73
114.86,3300168.31
114.87,3666238.97
114.88,3600082.8
114.89,3129236.35
114.9,3276384.52
114.91,4467268.75
114.92,4010535.59
114.93,3657566.91
114.94,3587506.06
114.95,4915669.99
114.96,3365056.62
114.97,4020400.72
114.98,3694602.35
114.99,3393673.31
115.0,3437561.0
115.01,3538654.66
115.02,4323501.72
115.03,4046338.91
115.04,3516397.15
115.05,4251303.7
115.06,4168290.89
115.07,3974798.0
115.08,4668376.3
115.09,3069183.54
115.1,3102809.15
115.11,3917686.9
115.12,4511949.17
115.13,3533451.34
115.14,4064798.57
115.15,4532395.34
115.16,2931135.43
115.17,2896676.6
115.18,4282967.56
115.19,4155937.53
115.2,5355667.52
115.21,3683224.85
115.22,3423142.06
115.23,3778766.46
115.24,2892286.07
115.25,4145983.74
115.26,3248702.58
115.27,3529507.15
115.28,4217330.91
115.29,5342456.06
115.3,3648960.31
115.31,3153870.35
115.32,3469202.37
115.33,3776709.82
115.34,4740286.25
115.35,3541358.78
115.36,4014124.27
115.37,4643271.98
115.38,4439218.66
115.39,4382363.65
115.4,3176073.97
115.41,4232954.9
115.42,4442870.43
115.43,3172870.66
115.44,3839330.97
115.45,3136319.26
115.46,4192912.46
115.47,3241749.27
115.48,3662133.72
115.49,4448783.02
115.5,3937958.32
115.51,3905403.14
115.52,3937729.3
115.53,3849319.47
115.54,3676201.65
115.55,3895169.13
115.56,3599124.67
115.57,4066467.62
115.58,3060600.01
115.59,4117720.73
115.6,3577773.98
115.61,4055993.39
115.62,4574222.76
115.63,3600127.26
115.64,3835295.28
115.65,3909075.56
115.66,3595995.55
115.67,3290033.2
115.68,4711890.32
115.69,4207971.86
115.7,4635718.71
115.71,3738909.12
115.72,4291822.39
115.73,3788086.13
115.74,3027206.19
115.75,4726607.78
115.76,4209116.39
115.77,2591230.74
115.78,3729210.8
115.79,3695675.5
115.8,4615357.91
115.81,4057869.4
115.82,3343901.35
115.83,4392740.18
115.84,3665124.23
115.85,3799006.31
115.86,4389267.86
115.87,3203501.09
115.88,3873697.09
115.89,4021652.83
115.9,3295858.9
115.91,3958741.69
115.92,4418487.55
115.93,3433810.87
115.94,4624092.41
115.95,3956920.71
115.96,2922060.9
115.97,4112430.9
115.98,3297344.45
115.99,4514042.16
116.0,3699677.19
116.01,4160398.47
116.02,3361432.76
116.03,3280796.35
116.04,3816859.6
116.05,3218089.82
116.06,4031528.15
116.07,3513490.86
116.08,3886009.26
116.09,4242819.45
116.1,3146085.67
116.11,3153591.22
116.12,4481752.95
116.13,3713819.11
116.14,3935088.78
116.15,3997371.28
116.16,3749777.78
116.17,3510752.96
116.18,3762216.86
116.19,4526003.59
116.2,4054598.55
116.21,3428416.65
116.22,4083129.29
116.23,3897139.92
116.24,4281628.21
116.25,3066299.73
116.26,3987816.11
116.27,4418283.99
116.28,4412621.02
116.29,3563398.07
116.3,3489530.6
116.31,3286018.81
116.32,4116914.54
116.33,3969013.33
116.34,3374605.14
116.35,3841448.41
116.36,4053776.82
116.37,3216004.2
116.38,3629137.86
116.39,4369594.48
116.4,3299263.54
116.41,3700518.73
116.42,3790995.53
116.43,3956590.13
116.44,3751120.15
116.45,3763045.66
116.46,3782699.57
116.47,3952899.65
116.48,3397253.72
116.49,3227503.86
116.5,4204972.02
116.51,5264455.54
116.52,3477945.97
116.53,3405870.56
116.54,3176827.97
116.55,3787527.77
116.56,3831948.36
116.57,3919977.3
116.58,4641864.19
116.59,4060216.67
116.6,3090552.6
116.61,3387716.94
116.62,4358945.51
116.63,3641025.08
116.64,4435321.99
116.65,4638242.04
116.66,4248184.36
116.67,4241736.5
116.68,3217018.93
116.69,4036953.12
116.7,3564722.44
116.71,3347715.81
116.72,3850462.13
116.73,4464161.82
116.74,2798841.0
116.75,3937536.26
116.76,3822750.29
116.77,3331999.08
116.78,4286829.37
116.79,3652937.35
116.8,3509946.35
116.81,3206471.78
116.82,4217300.26
116.83,4276399.88
116.84,3415338.4
116.85,3969764.81
116.86,3821521.84
116.87,4375914.14
116.88,3917940.21
116.89,3802401.36
116.9,3577632.95
116.91,4456354.93
116.92,3746807.76
116.93,4225754.28
116.94,3186102.84
116.95,4132387.69
116.96,3121639.33
116.97,4054081.84
116.98,4738389.05
116.99,4631770.81
117.0,4628199.42
117.01,4059989.59
117.02,3410705.19
117.03,4129145.17
117.04,3615770.1
117.05,4239851.78
117.06,3695033.25
117.07,4564132.6
117.08,2741704.94
117.09,3716343.8
117.1,3968733.5
117.11,3081888.87
117.12,3831543.64
117.13,5407940.43
117.14,4338736.43
117.15,3844519.72
117.16,3544287.79
117.17,3031102.53
117.18,3933917.34
117.19,4996268.46
117.2,3995538.19
117.21,4159092.41
117.22,3130514.22
117.23,4192237.09
117.24,3959115.48
117.25,3828557.67
117.26,2610900.9
117.27,4309528.87
117.28,3862807.68
117.29,3657467.16
117.3,3969586.52
117.31,5145391.32
117.32,3226788.99
117.33,3862146.64
117.34,4898269.29
117.35,3905797.49
117.36,3272566.45
117.37,4081910.02
117.38,4350396.64
117.39,3813985.61
117.4,3699484.28
117.41,3979934.01
117.42,4045648.61
117.43,3617719.82
117.44,3557517.57
117.45,3748810.24
117.46,3262731.64
117.47,4160029.93
117.48,3711450.89
117.49,5061900.09
117.5,4015985.28
117.51,4640994.91
117.52,3057769.03
117.53,3360231.18
117.54,4222630.55
117.55,3643248.2
117.56,4318188.31
117.57,3741740.73
117.58,5110344.23
117.59,3851256.18
117.6,2544207.6
117.61,3560912.71
117.62,4042718.67
117.63,3416475.95
117.64,4197217.42
117.65,3883631.49
117.66,4070140.52
117.67,3926998.08
117.68,3407394.22
117.69,3727585.04
117.7,3133559.15
117.71,4261505.16
117.72,4426384.58
117.73,3504934.17
117.74,3934951.12
117.75,4189663.87
117.76,3270043.34
117.77,4240556.45
117.78,4026667.24
117.79,3910216.35
117.8,4103366.74
117.81,4226573.98
117.82,3876899.19
117.83,3859438.47
117.84,4038905.64
117.85,3937334.35
117.86,4184144.38
117.87,3360244.78
117.88,4025462.21
117.89,3733450.93
117.9,4090500.72
117.91,3356695.5
117.92,4012635.4
117.93,4294941.52
117.94,3765946.42
117.95,3609516.92
117.96,3957543.72
117.97,4339634.17
117.98,3243316.91
117.99,3886786.89
118.0,3904062.13
118.01,3362139.72
118.02,4196768.29
118.03,3931078.26
118.04,3103892.37
118.05,4172340.13
118.06,3439682.79
118.07,3709687.77
118.08,4652856.51
118.09,3639812.49
118.1,4183403.8
118.11,3738533.71
118.12,3300320.98
118.13,3980899.13
118.14,4215728.98
118.15,3923052.64
118.16,3424917.73
118.17,3421703.93
118.18,3794676.23
118.19,3515889.71
118.2,3797585.75
118.21,4029252.61
118.22,5114037.05
118.23,3451768.81
118.24,4088300.39
118.25,3964196.44
118.26,4146015.6
118.27,3098429.08
118.28,4724599.08
118.29,4246461.86
118.3,4933776.63
118.31,4462221.73
118.32,3492350.18
118.33,4302260.81
118.34,3139364.43
118.35,5331126.93
118.36,3447407.59
118.37,3387827.52
118.38,3718695.97
118.39,4271801.03
118.4,4204553.65
118.41,4748360.12
118.42,3936328.49
118.43,3097154.66
118.44,3417829.63
118.45,3489670.45
118.46,3948242.58
118.47,3163626.75
118.48,3656903.7
118.49,3975615.15
118.5,4340751.33
118.51,3623591.93
118.52,3913508.97
118.53,4159904.16
118.54,3893208.38
118.55,2934986.76
118.56,4258077.26
118.57,3411459.12
118.58,3943123.72
118.59,3883036.66
118.6,3086515.52
118.61,3580181.48
118.62,4003689.69
118.63,3931184.53
118.64,3928494.21
118.65,3914429.39
118.66,3682659.28
118.67,4302985.5
118.68,4764178.12
118.69,3383889.33
118.7,4481897.08
118.71,4448991.53
118.72,4310349.74
118.73,4092746.28
118.74,4040959.56
118.75,3994332.77
118.76,3667294.77
118.77,3885591.31
118.78,4152498.18
118.79,4527414.65
118.8,4297247.53
118.81,3457986.25
118.82,3536360.17
118.83,3393756.01
118.84,4730775.64
118.85,4060682.8
118.86,3967310.0
118.87,4165985.21
118.88,3396445.85
118.89,4345959.97
118.9,3776840.43
118.91,4252834.14
118.92,3844987.44
118.93,3796500.37
118.94,4323192.23
118.95,3388401.75
118.96,3867120.32
118.97,4166337.69
118.98,3298287.89
118.99,4476801.23
119.0,3757906.55
119.01,4325907.77
119.02,3349669.74
119.03,3614973.2
119.04,4233444.64
119.05,4313940.44
119.06,3738344.23
119.07,3253320.84
119.08,4207998.15
119.09,4801943.52
119.1,3790272.23
119.11,3804928.69
119.12,4085649.78
119.13,4085382.93
119.14,4074877.49
119.15,5035198.73
119.16,4301194.99
119.17,4486366.28
119.18,3444767.23
119.19,4363400.21
119.2,3717843.28
119.21,3524692.09
119.22,4054461.81
119.23,3420664.83
119.24,3311292.1
119.25,4456334.21
119.26,4037129.12
119.27,5014020.3
119.28,3345079.25
119.29,3117659.09
119.3,3240793.6
119.31,4039078.65
119.32,3813145.92
119.33,3303521.45
119.34,3327727.14
119.35,3081367.21
119.36,2638476.1
119.37,3703932.92
119.38,3624717.58
119.39,4148056.65
119.4,3574328.2
119.41,4037974.41
119.42,3803553.46
119.43,3263239.27
119.44,3610110.42
119.45,4477942.72
119.46,4680305.83
119.47,3478374.96
119.48,4595910.19
119.49,3644676.11
119.5,3915091.85
119.51,4469538.94
119.52,3911522.34
119.53,3587805.02
119.54,3971492.99
119.55,3625356.16
119.56,3672210.26
119.57,3844949.03
119.58,3582293.33
119.59,3026882.5
119.6,4425654.92
119.61,3989190.51
119.62,3649695.56
119.63,4328482.86
119.64,3997954.05
119.65,4305921.88
119.66,3934328.39
119.67,3186211.3
119.68,3636930.94
119.69,4288586.89
119.7,4071734.0
119.71,4258332.03
119.72,4487555.63
119.73,3372832.95
119.74,4267732.8
119.75,4510943.01
119.76,3425084.16
119.77,4447864.44
119.78,3959291.2
119.79,3608414.04
119.8,4554999.26
119.81,3042326.93
119.82,2909009.6
119.83,3619363.65
119.84,3375090.77
119.85,3885153.94
119.86,4020934.75
119.87,3564044.33
119.88,4369668.66
119.89,3568352.88
119.9,2941729.23
119.91,3711759.37
119.92,3764889.28
119.93,4223879.32
119.94,3668867.53
119.95,3485143.97
119.96,3354554.11
119.97,5290359.57
119.98,4879183.8
119.99,3612219.2
120.0,4437670.66
120.01,3776396.61
120.02,5255860.16
120.03,4038175.47
120.04,3539110.53
120.05,3900643.94
120.06,4371911.21
120.07,3696600.36
120.08,3554431.95
120.09,3138681.14
120.1,3237614.48
120.11,3302059.52
120.12,3949730.49
120.13,2971397.49
120.14,4042489.99
120.15,4470552.31
120.16,3591119.09
120.17,4215374.84
120.18,3315957.94
120.19,3495551.97
120.2,4773621.88
120.21,3722283.13
120.22,4369822.12
120.23,4328758.76
120.24,4762109.92
120.25,4121515.02
120.26,3662078.18
120.27,3767250.2
120.28,3754638.36
120.29,4170065.22
120.3,3547226.95
120.31,3564918.62
120.32,4900832.73
120.33,3821306.34
120.34,3428527.43
120.35,3902501.83
120.36,4052568.66
120.37,4270188.27
120.38,4226882.26
120.39,4236472.76
120.4,4298317.28
120.41,2859968.47
120.42,3484845.02
120.43,3843980.23
120.44,3377339.56
120.45,3958239.43
120.46,4272366.39
120.47,2662605.52
120.48,3096735.01
120.49,4153372.48
120.5,3218814.96
120.51,4594992.66
120.52,3355608.1
120.53,3986378.17
120.54,3238339.19
120.55,3349766.62
120.56,4218428.39
120.57,4058402.17
120.58,4414464.47
120.59,3733229.68
120.6,3711448.04
120.61,4264837.62
120.62,4317467.9
120.63,4042133.0
120.64,4559457.87
120.65,3029909.16
120.66,5052245.49
120.67,3288136.88
120.68,3726145.23
120.69,4184235.59
120.7,4002478.01
120.71,3581643.05
120.72,3465100.89
120.73,4047330.01
120.74,3987606.64
120.75,3514183.58
120.76,3586958.37
120.77,4427849.44
120.78,4234145.54
120.79,4019340.78
120.8,3453972.14
120.81,3149698.72
120.82,4230015.2
120.83,3290487.7
120.84,3426773.74
120.85,3660031.92
120.86,4326342.44
120.87,4063022.8
120.88,2786228.73
120.89,3907606.37
120.9,3567013.84
120.91,4507625.73
120.92,4918015.59
120.93,2699240.05
120.94,3986502.03
120.95,3614670.34
120.96,4024166.66
120.97,2943486.83
120.98,3260423.96
120.99,3751288.55
121.0,4436913.71
121.01,3034034.9
121.02,3876087.33
121.03,4346618.89
121.04,4166802.09
121.05,2958852.37
121.06,3595168.91
121.07,4437739.8
121.08,3906042.13
121.09,3255494.26
121.1,4189382.45
121.11,3283226.6
121.12,4312450.4
121.13,3716348.4
121.14,4580565.05
121.15,4275354.92
121.16,3956819.68
121.17,3066349.43
121.18,3787962.93
121.19,3939768.42
121.2,2462155.09
121.21,4566587.27
121.22,3602789.4
121.23,4704445.41
121.24,3986157.25
121.25,4109662.3
121.26,3336202.14
121.27,3265874.2
121.28,3796764.14
121.29,4473810.75
121.3,3552014.93
121.31,3650113.24
121.32,4107536.51
121.33,3446203.37
121.34,4298270.53
121.35,3333644.71
121.36,3720735.95
121.37,4245405.56
121.38,3934179.21
121.39,2839828.79
121.4,3819362.48
121.41,3162018.4
121.42,3533732.51
121.43,3036527.88
121.44,4485342.03
121.45,4197495.38
121.46,2743661.67
121.47,3997623.02
121.48,3825404.08
121.49,4667743.46
121.5,4861372.8
121.51,4004327.86
121.52,3499156.19
121.53,5211706.83
121.54,3314686.13
121.55,4977447.65
121.56,4454116.28
121.57,3939091.4
121.58,4655128.2
121.59,4628025.86
121.6,4252258.92
121.61,2933378.6
121.62,3715939.93
121.63,3599227.21
121.64,5055995.14
121.65,4453700.38
121.66,3635548.73
121.67,3319792.02
121.68,3772956.29
121.69,4987504.96
121.7,3511806.23
121.71,3677754.4
121.72,3537274.57
121.73,3871527.32
121.74,3534353.26
121.75,4986736.14
121.76,3428468.63
121.77,3802840.41
121.78,4494840.33
121.79,3686109.35
121.8,4771280.41
121.81,3740002.2
121.82,3080104.77
121.83,4211059.79
121.84,4952072.27
121.85,3363454.78
121.86,4050934.89
121.87,3779750.1
121.88,4248875.47
121.89,3663721.19
121.9,4268146.45
121.91,4145150.74
121.92,4510217.93
121.93,3306618.38
121.94,3504728.36
121.95,3922987.18
121.96,3745227.41
121.97,4486309.45
121.98,3507900.9
121.99,3917819.2
122.0,5430974.94
122.01,3971190.72
122.02,3632510.43
122.03,2947869.47
122.04,3802319.87
122.05,3548156.86
122.06,4495962.24
122.07,3025851.21
122.08,4342762.58
122.09,3927935.99
122.1,3305768.66
122.11,4651630.34
122.12,3284736.15
122.13,4683831.12
122.14,4169741.02
122.15,2614395.75
122.16,4664046.12
122.17,3532778.97
122.18,5076720.5
122.19,3540024.77
122.2,4241920.39
122.21,3770344.68
122.22,4227382.12
122.23,4923367.79
122.24,4652452.23
122.25,3625583.54
