Time (s),Current (uA)
189.84,3854017.72
189.85,3379328.23
189.86,4562772.29
189.87,3428116.85
189.88,5054495.77
189.89,3114130.03
189.9,4864296.79
189.91,4142021.21
189.92,4621018.64
189.93,3409328.58
189.94,3503149.55
189.95,3985504.6
189.96,4381195.44
189.97,3322361.17
189.98,3924811.95
189.99,2829568.74
190.0,3504118.95
190.01,4192143.72
190.02,3383866.26
190.03,3839090.36
190.04,3540011.99
190.05,3986111.36
190.06,3222105.75
190.07,3382358.95
190.08,4302725.04
190.09,3703563.7
190.1,4121281.5
190.11,4302548.85
190.12,3898480.15
190.13,3473468.74
190.14,4490910.04
190.15,4173331.89
190.16,3970119.56
190.17,3894499.45
190.18,3903522.81
190.19,4419431.17
190.2,3983677.35
190.21,3352062.11
190.22,3033555.81
190.23,3813702.02
190.24,4371886.05
190.25,4141190.02
190.26,4118745.26
190.27,2690590.97
190.28,3634283.15
190.29,3592394.6
190.3,3667051.37
190.31,3268557.0
190.32,3182823.21
190.33,4357848.06
190.34,3472484.41
190.35,3967164.26
190.36,3307508.62
190.37,4291110.2
190.38,3014321.95
190.39,4708490.46
190.4,3785334.34
190.41,4292697.62
190.42,3908041.17
190.43,3745513.66
190.44,4275301.02
190.45,3709950.8
190.46,3502801.18
190.47,3404979.61
190.48,3517950.91
190.49,3902975.43
190.5,4301989.96
190.51,3130251.76
190.52,3279470.95
190.53,4235215.62
190.54,3465499.02
190.55,3739594.79
190.56,3484525.56
190.57,3857298.35
190.58,3675836.68
190.59,4420271.67
190.6,2658701.04
190.61,3736260.59
190.62,4220333.07
190.63,3951057.48
190.64,4298441.65
190.65,3568333.01
190.66,3744946.05
190.67,3294172.57
190.68,4303075.7
190.69,3715453.76
190.7,4265576.7
190.71,3192954.43
190.72,4401994.74
190.73,4194778.16
190.74,3911933.89
190.75,3697014.45
190.76,3305588.17
190.77,3681539.61
190.78,5015766.29
190.79,3717338.23
190.8,3680397.87
190.81,4579091.79
190.82,4379935.02
190.83,3508234.68
190.84,5565299.57
190.85,3669164.83
190.86,5087782.59
190.87,3786167.33
190.88,3949101.91
190.89,3664655.01
190.9,3616403.29
190.91,4390052.43
190.92,2919517.49
190.93,3116871.85
190.94,3894866.07
190.95,5556798.55
190.96,3289430.58
190.97,3772925.93
190.98,3172020.8
190.99,4464759.37
191.0,3949174.97
191.01,3197783.34
191.02,4245727.79
191.03,4288578.22
191.04,4153192.02
191.05,3139555.01
191.06,4501693.18
191.07,3337333.54
191.08,4349990.16
191.09,3705490.31
191.1,3846315.21
191.11,2509880.22
191.12,4651698.89
191.13,3996607.95
191.14,3738799.98
191.15,3796670.79
191.16,3124957.58
191.17,3327281.7
191.18,4221696.98
191.19,3075860.77
191.2,3948383.38
191.21,3780305.01
191.22,3409873.38
191.23,2564902.51
191.24,3590922.79
191.25,3465015.67
191.26,3823251.28
191.27,3551601.16
191.28,3650914.36
191.29,3872556.81
191.3,3740370.71
191.31,3225944.99
191.32,4627091.86
191.33,3854889.37
191.34,3021265.44
191.35,3601066.33
191.36,3971876.88
191.37,4831375.93
191.38,3587924.04
191.39,3874704.76
191.4,4228052.68
191.41,3850225.56
191.42,3565862.43
191.43,4009703.77
191.44,4381232.98
191.45,3686550.42
191.46,3748246.47
191.47,3908034.32
191.48,3463183.71
191.49,4355947.04
191.5,4618720.57
191.51,4658011.28
191.52,3487186.44
191.53,4223028.36
191.54,3868323.45
191.55,3732612.95
191.56,3787747.73
191.57,4100965.27
191.58,3878990.86
191.59,3987098.86
191.6,4899691.78
191.61,3349049.06
191.62,2831896.53
191.63,4261153.19
191.64,3279432.48
191.65,4203631.42
191.66,4304672.85
191.67,3648278.66
191.68,3882476.77
191.69,3328984.31
191.7,4300626.84
191.71,3895391.44
191.72,3888627.8
191.73,4308684.72
191.74,3301930.25
191.75,3713729.54
191.76,3945949.61
191.77,4355109.05
191.78,3696677.94
191.79,3586165.83
191.8,5526705.08
191.81,4127682.25
191.82,3660342.57
191.83,3799763.99
191.84,3593671.94
191.85,3616088.18
191.86,2713503.2
191.87,3635079.35
191.88,3526247.44
191.89,4018953.41
191.9,3632230.28
191.91,4699932.05
191.92,3956333.45
191.93,3949209.15
191.94,4455689.5
191.95,3368972.85
191.96,4434798.11
191.97,5505419.89
191.98,3365277.17
191.99,4755981.4
192.0,3308580.32
192.01,3917994.82
192.02,4254172.71
192.03,3805659.82
192.04,4843154.3
192.05,3915699.79
192.06,4018211.92
192.07,4072050.33
192.08,4196676.62
192.09,3205505.3
192.1,4270631.46
192.11,3952206.3
192.12,3215610.23
192.13,3559675.59
192.14,3011493.04
192.15,3792084.1
192.16,2662177.75
192.17,3143484.98
192.18,4580755.4
192.19,3936630.37
192.2,3651817.37
192.21,2951847.54
192.22,4374316.93
192.23,3727580.79
192.24,3635798.56
192.25,3806288.33
192.26,2776153.0
192.27,3240751.9
192.28,3540538.9
192.29,3916793.45
192.3,5533197.95
192.31,4127884.31
192.32,3178030.45
192.33,4420230.93
192.34,4335825.18
192.35,3542149.43
192.36,2807608.02
192.37,3668528.7
192.38,3642060.76
192.39,4376568.57
192.4,3913309.4
192.41,3988836.95
192.42,4064742.89
192.43,3437814.81
192.44,3994977.46
192.45,3540587.89
192.46,3619324.41
192.47,4649452.3
192.48,3449858.39
192.49,3573894.02
192.5,3169910.5
192.51,4008977.13
192.52,4388037.91
192.53,4437720.63
192.54,3923620.73
192.55,2987089.02
192.56,3286335.27
192.57,3599044.48
192.58,4640516.82
192.59,3628199.51
192.6,4048899.34
192.61,3989727.19
192.62,3857685.49
192.63,4906244.58
192.64,4040194.82
192.65,4635198.72
192.66,2370598.93
192.67,3064448.59
192.68,4620436.21
192.69,3801475.01
192.7,3129284.52
192.71,4760980.13
192.72,3280608.89
192.73,4122087.23
192.74,3550342.07
192.75,3434050.5
192.76,3571696.23
192.77,4251667.13
192.78,3467311.83
192.79,3964197.65
192.8,3300359.62
192.81,2727938.01
192.82,4212490.02
192.83,3904302.08
192.84,4527369.88
192.85,3681169.04
192.86,3462176.66
192.87,4843696.82
192.88,4218707.25
192.89,4009361.37
192.9,4066139.68
192.91,3734500.27
192.92,3032657.17
192.93,2933221.57
192.94,3922161.8
192.95,4328156.0
192.96,4070942.71
192.97,4146877.92
192.98,3163936.63
192.99,5181277.18
193.0,3580040.42
193.01,3920615.68
193.02,4331498.43
193.03,3295222.41
193.04,3379786.19
193.05,4226137.26
193.06,4577709.14
193.07,3388986.58
193.08,4106270.58
193.09,4269512.55
193.1,4034270.53
193.11,3603679.16
193.12,3522956.88
193.13,3640811.51
193.14,3100488.65
193.15,3443850.06
193.16,3665531.31
193.17,4016073.51
193.18,3827571.21
193.19,3950831.4
193.2,3605124.41
193.21,4167102.03
193.22,3654953.07
193.23,4072251.89
193.24,3389049.79
193.25,3712547.35
193.26,3951672.04
193.27,3571379.35
193.28,4187015.86
193.29,2921803.66
193.3,4805782.31
193.31,3844424.49
193.32,4827884.81
193.33,3829865.68
193.34,3948529.52
193.35,3771958.07
193.36,3852425.02
193.37,4560614.24
193.38,3500694.03
193.39,3664417.6
193.4,3053907.01
193.41,4546379.31
193.42,3507659.35
193.43,3792892.04
193.44,3872692.73
193.45,4900946.61
193.46,4110355.15
193.47,3719254.51
193.48,4053054.87
193.49,4312361.6
193.5,2738628.79
193.51,4466719.57
193.52,4245634.16
193.53,3752689.82
193.54,2873434.81
193.55,3602188.84
193.56,3896094.15
193.57,3326670.24
193.58,3781875.19
193.59,3605244.23
193.6,3421359.86
193.61,3600820.37
193.62,3296933.85
193.63,3651346.19
193.64,4105953.56
193.65,3391081.33
193.66,4166848.12
193.67,2985782.91
193.68,4275198.54
193.69,3311443.33
193.7,3530354.37
193.71,3272099.06
193.72,2841371.98
193.73,3921713.27
193.74,3466429.81
193.75,3757966.81
193.76,3836193.92
193.77,3388592.34
193.78,3311529.64
193.79,4007344.25
193.8,4652869.15
193.81,3455163.61
193.82,4399084.23
193.83,4889246.45
193.84,3777400.29
193.85,3447986.24
193.86,3393920.25
193.87,3730973.94
193.88,3616880.42
193.89,4210644.49
193.9,4070674.16
193.91,4303770.02
193.92,3734584.78
193.93,3306372.82
193.94,4210240.35
193.95,4970941.97
193.96,3277842.64
193.97,4243890.72
193.98,3441521.01
193.99,3863096.73
194.0,4587121.22
194.01,4180385.31
194.02,3360180.71
194.03,3145585.71
194.04,3423646.3
194.05,4414088.68
194.06,3806177.77
194.07,3558762.17
194.08,3268890.54
194.09,4442054.94
194.1,4050581.74
194.11,3745386.87
194.12,4215556.36
194.13,4701141.4
194.14,3441556.77
194.15,3900084.66
194.16,4468334.77
194.17,3563919.56
194.18,3875250.81
194.19,3911407.98
194.2,3381027.9
194.21,3986069.35
194.22,4476987.48
194.23,3893836.8
194.24,4231460.22
194.25,4060188.05
194.26,4012352.69
194.27,3994062.07
194.28,4231012.81
194.29,4333190.09
194.3,4147177.73
194.31,4995272.42
194.32,3316928.66
194.33,4036455.39
194.34,3396845.72
194.35,4317406.88
194.36,3580344.58
194.37,4561896.59
194.38,4199454.63
194.39,4280718.91
194.4,4589082.67
194.41,4768397.68
194.42,3881770.92
194.43,3992446.46
194.44,4190691.87
194.45,3542977.14
194.46,3899823.71
194.47,3596452.45
194.48,4582583.99
194.49,3607563.33
194.5,3943889.44
194.51,3683464.19
194.52,4974491.87
194.53,3820433.51
194.54,4225412.86
194.55,3508034.63
194.56,4172150.66
194.57,3473795.49
194.58,4300652.09
194.59,3696296.73
194.6,4110400.9
194.61,3831845.37
194.62,4244962.61
194.63,3656688.72
194.64,3944256.65
194.65,3730743.77
194.66,4151265.08
194.67,4409652.52
194.68,3800889.87
194.69,4120694.19
194.7,4059731.28
194.71,4140284.41
194.72,3685246.27
194.73,4127225.32
194.74,4552866.4
194.75,3799259.77
194.76,4493618.97
194.77,3433630.72
194.78,4738122.78
194.79,4151208.65
194.8,5171992.69
194.81,4072533.84
194.82,4057675.66
194.83,3695568.24
194.84,4032472.1
194.85,3231533.7
194.86,4443815.71
194.87,4334969.2
194.88,4229515.73
194.89,4013511.82
194.9,3631844.43
194.91,3380597.56
194.92,4095131.52
194.93,4220945.29
194.94,4016964.73
194.95,4012680.6
194.96,3984646.44
194.97,4071000.25
194.98,3469058.28
194.99,3869466.24
195.0,3969178.02
195.01,4186316.61
195.02,3685613.22
195.03,4137365.39
195.04,4449671.54
195.05,4308725.72
195.06,3940289.07
195.07,3638033.9
195.08,4809301.66
195.09,4671371.32
195.1,3761259.28
195.11,3110647.94
195.12,3058649.24
195.13,3600979.2
195.14,4116583.12
195.15,3230849.0
195.16,3879781.65
195.17,4124266.46
195.18,3884729.59
195.19,4762471.34
195.2,3935164.84
195.21,4360602.95
195.22,4307078.46
195.23,4366957.01
195.24,3405119.38
195.25,3698755.07
195.26,3952028.2
195.27,4148062.26
195.28,4239098.27
195.29,4248023.44
195.3,3302181.36
195.31,3821914.63
195.32,4846600.22
195.33,3312119.17
195.34,3616728.97
195.35,4058023.0
195.36,3250986.13
195.37,4570680.87
195.38,3730808.62
195.39,4727826.76
195.4,3832042.22
195.41,3870681.79
195.42,4353361.23
195.43,3486963.48
195.44,5326896.98
195.45,3902190.96
195.46,3816953.55
195.47,3591818.46
195.48,4488905.19
195.49,4038124.84
195.5,4373810.89
195.51,3656769.39
195.52,3996253.54
195.53,3741679.81
195.54,4554481.01
195.55,4462410.69
195.56,3353382.87
195.57,4474440.66
195.58,4172013.63
195.59,3223638.59
195.6,3249998.64
195.61,4980505.57
195.62,4165339.11
195.63,4454739.42
195.64,4394397.37
195.65,3591305.61
195.66,4481249.3
195.67,3149746.27
195.68,4139623.02
195.69,3963517.55
195.7,3512760.0
195.71,3928371.86
195.72,4112063.65
195.73,4835295.07
195.74,4158121.94
195.75,5043478.13
195.76,4419142.86
195.77,3397716.13
195.78,4206745.43
195.79,4173676.82
195.8,3803357.92
195.81,3945717.6
195.82,3579058.28
195.83,3808843.49
195.84,3775716.15
195.85,3661440.22
195.86,3741271.67
195.87,4227775.43
195.88,3012226.6
195.89,4010865.32
195.9,3706466.62
195.91,3452135.76
195.92,3518157.09
195.93,3479877.74
195.94,4032213.93
195.95,4139201.17
195.96,3631658.95
195.97,3670922.94
195.98,3784501.4
195.99,4252173.77
196.0,3406633.81
196.01,4671989.57
196.02,4537828.13
196.03,3399721.66
196.04,3991171.71
196.05,3346743.9
196.06,4273163.41
196.07,3537387.79
196.08,4643073.22
196.09,4103595.22
196.1,3846133.5
196.11,4516969.86
196.12,3278468.57
196.13,3658220.8
196.14,3496033.25
196.15,3652298.21
196.16,4869396.0
196.17,4050638.28
196.18,4235700.09
196.19,2781565.81
196.2,3071547.32
196.21,3709000.0
196.22,3261378.42
196.23,4272455.31
196.24,3367535.38
196.25,4214528.28
196.26,4281360.72
196.27,4196787.57
196.28,5250983.5
196.29,3541488.37
196.3,3590789.5
196.31,3934458.67
196.32,4087889.76
196.33,3802270.3
196.34,4067482.35
196.35,3542409.68
196.36,3501515.46
196.37,4016118.81
196.38,4417132.72
196.39,3242724.04
196.4,4128278.39
196.41,4890175.53
196.42,4161813.3
196.43,3419021.0
196.44,4347762.3
196.45,3515319.46
196.46,3841958.56
196.47,4418341.92
196.48,3819925.85
196.49,3989325.83
196.5,4557680.07
196.51,3940455.3
196.52,4676207.62
196.53,4303259.78
196.54,4037975.48
196.55,2933748.47
196.56,3442227.52
196.57,4646808.03
196.58,3797518.84
196.59,3508131.07
196.6,4295663.7
196.61,3921920.93
196.62,3691945.74
196.63,4208132.02
196.64,3728162.23
196.65,3888276.85
196.66,3048999.12
196.67,3789391.79
196.68,4467122.9
196.69,3291425.19
196.7,4329823.3
196.71,4578078.05
196.72,4161795.05
196.73,3949386.97
196.74,4335499.42
196.75,4003002.56
196.76,3965412.76
196.77,3691629.92
196.78,6227066.42
196.79,4266347.51
196.8,4138222.79
196.81,3890980.06
196.82,4508392.9
196.83,4236847.06
196.84,3543070.41
196.85,3544787.36
196.86,4150885.4
196.87,2846371.51
196.88,3328087.96
196.89,4121681.12
196.9,3726858.53
196.91,4308268.92
196.92,4561844.82
196.93,3919305.85
196.94,4445333.69
196.95,3743905.1
196.96,3571414.88
196.97,4010688.99
196.98,4287663.8
196.99,4102126.02
197.0,2823373.84
197.01,3308329.72
197.02,3248410.54
197.03,4287956.29
197.04,4267997.79
197.05,4607574.83
197.06,3710072.24
197.07,3901543.34
197.08,3910694.69
197.09,4121408.25
197.1,4015649.87
197.11,3618014.07
197.12,3952951.23
197.13,4461678.0
197.14,3559208.97
197.15,3825772.71
197.16,4417304.99
197.17,3743646.33
197.18,4206743.52
197.19,3457036.56
197.2,4825580.88
197.21,3529439.2
197.22,4708541.78
197.23,3191425.08
197.24,4440797.98
197.25,3517691.69
197.26,3944119.54
197.27,5141840.55
197.28,5485630.39
197.29,3613658.56
197.3,2821065.33
197.31,3428040.51
197.32,3406713.46
197.33,3905790.36
197.34,3622273.92
197.35,4213001.74
197.36,2969256.12
197.37,4297716.79
197.38,3104537.63
197.39,4559400.94
197.4,3134131.96
197.41,4173573.51
197.42,2921564.78
197.43,3155496.9
197.44,4476527.81
197.45,4050605.53
197.46,3828660.8
197.47,3899011.91
197.48,3559173.6
197.49,4842640.61
197.5,3387399.93
197.51,3943536.66
197.52,4172782.07
197.53,3590113.27
197.54,4921107.61
197.55,4773342.11
197.56,3530486.11
197.57,3102982.14
197.58,4907114.4
197.59,4400816.74
197.6,4317632.91
197.61,4376934.39
197.62,4719481.43
197.63,4202491.64
197.64,4342464.22
197.65,3628188.2
197.66,4565135.91
197.67,4090855.21
197.68,3758589.84
197.69,3187451.33
197.7,3995060.98
197.71,4234778.91
197.72,4009839.12
197.73,3255774.57
197.74,4180704.15
197.75,4331979.28
197.76,3558188.98
197.77,4270520.36
197.78,3340835.66
197.79,4833251.82
197.8,5130566.45
197.81,3913344.39
197.82,3050221.53
197.83,4114692.65
197.84,3684389.81
197.85,2913882.22
197.86,4274710.11
197.87,3944966.24
197.88,4862607.5
197.89,4231771.42
197.9,3245244.37
197.91,5504817.62
197.92,4088593.66
197.93,4225614.36
197.94,3520735.76
197.95,3605248.99
197.96,4162486.93
197.97,4663525.47
197.98,3275688.37
197.99,3554137.34
198.0,4898686.28
198.01,4334670.39
198.02,2922223.21
198.03,2961773.84
198.04,4028395.84
198.05,4453227.25
198.06,3465115.25
198.07,3516108.12
198.08,4224678.66
198.09,4143986.31
198.1,4294058.58
198.11,4116485.24
198.12,2574879.54
198.13,4022399.58
198.14,4208624.38
198.15,2761990.01
198.16,3197930.61
198.17,4237865.27
198.18,3739558.12
198.19,3541610.71
198.2,4317248.38
198.21,5325381.5
198.22,4958625.88
198.23,3253532.05
198.24,4594946.32
198.25,5281786.86
198.26,2940659.37
198.27,4301139.25
198.28,3476415.7
198.29,4266598.11
198.3,4330967.48
198.31,4018365.1
198.32,4671178.83
198.33,4091716.0
198.34,3841223.81
198.35,4850684.6
198.36,4200149.56
198.37,3355329.27
198.38,4576789.65
198.39,3868727.92
198.4,4252549.88
198.41,4492616.51
198.42,3447162.33
198.43,3896264.25
198.44,3390471.27
198.45,4121569.57
198.46,3044373.27
198.47,4540090.82
198.48,3458057.63
198.49,3441155.12
198.5,4637038.25
198.51,2836309.81
198.52,4050490.26
198.53,3371135.62
198.54,4937796.87
198.55,3630002.72
198.56,3805295.88
198.57,4906190.29
198.58,3062291.07
198.59,4252564.1
198.6,4101771.2
198.61,3559081.18
198.62,4351409.19
198.63,3320594.23
198.64,3608455.31
198.65,4545875.74
198.66,3126640.02
198.67,4295935.94
198.68,4541459.28
198.69,3306213.31
198.7,4572786.39
198.71,3719738.98
198.72,3450783.2
198.73,4167081.38
198.74,3140457.62
198.75,2934124.01
198.76,3799836.33
198.77,3648415.57
198.78,4589236.59
198.79,4536090.15
198.8,3728733.92
198.81,4119337.87
198.82,4468548.49
198.83,3063387.0
198.84,3446240.56
198.85,5363455.48
198.86,4770312.21
198.87,4458252.54
198.88,3408040.58
198.89,3046537.03
198.9,3780157.53
198.91,3266860.49
198.92,3979110.82
198.93,4416507.47
198.94,3943293.58
198.95,3460287.49
198.96,3234893.78
198.97,4549333.37
198.98,2824639.47
198.99,4012577.72
199.0,4689966.93
199.01,4646985.53
199.02,4236420.0
199.03,3262781.49
199.04,4612905.36
199.05,4283400.84
199.06,3994582.62
199.07,4078366.54
199.08,3536094.79
199.09,4136142.07
199.1,3293116.83
199.11,4203487.48
199.12,3946438.07
199.13,3038303.43
199.14,4293025.63
199.15,4126307.46
199.16,2867803.22
199.17,3364686.19
199.18,4058312.17
199.19,4231336.36
199.2,2866607.77
199.21,4051170.07
199.22,4221501.26
199.23,3969985.02
199.24,3276737.37
199.25,4540575.78
199.26,3376440.94
199.27,3878288.05
199.28,3861322.18
199.29,3952553.88
199.3,3629363.14
199.31,4068402.13
199.32,4628413.07
199.33,3687408.02
199.34,3000009.04
199.35,4278151.9
199.36,5277534.5
199.37,3239640.94
199.38,3797521.13
199.39,3122349.42
199.4,4704238.46
199.41,4183298.39
199.42,2728176.61
199.43,3901757.03
199.44,3786074.21
199.45,3599495.63
199.46,4535005.52
199.47,3328840.36
199.48,3480241.77
199.49,4758784.22
199.5,3800128.64
199.51,4227868.92
199.52,3754382.7
199.53,4117682.15
199.54,4733251.56
199.55,3123926.86
199.56,3800486.59
199.57,3788761.68
199.58,4315314.56
199.59,4194082.23
199.6,4390453.17
199.61,4020913.17
199.62,3685472.83
199.63,3181842.48
199.64,3478021.45
199.65,3615497.32
199.66,4162399.31
199.67,2995118.26
199.68,3980062.19
199.69,4593577.22
199.7,3219749.02
199.71,4580380.96
199.72,3460502.87
199.73,3978237.85
199.74,3991847.23
199.75,3266529.22
199.76,4234656.37
199.77,3818289.1
199.78,4167054.69
199.79,3531377.7
199.8,3831737.2
199.81,3936779.29
199.82,4433053.13
199.83,3753509.83
199.84,4222836.83
199.85,3740187.12
199.86,3892467.55
199.87,4056290.56
199.88,3432491.57
199.89,3266115.26
199.9,4002063.39
199.91,4536605.15
199.92,3005023.97
199.93,3260168.26
199.94,3890005.41
199.95,3567210.77
199.96,3741760.47
199.97,3001681.15
199.98,3369743.85
199.99,3818978.08
200.0,4289490.51
200.01,4339572.46
200.02,3704856.22
200.03,4187602.95
200.04,3049778.87
200.05,3242793.28
200.06,4354101.79
200.07,4602220.28
200.08,3283184.8
200.09,4319323.77
200.1,4683902.16
200.11,4446496.84
200.12,3304117.7
200.13,3290447.79
200.14,4417829.48
200.15,4077415.32
200.16,3842270.09
200.17,4158503.89
200.18,3834723.49
200.19,4347836.55
200.2,4559335.06
200.21,3873951.76
200.22,3865816.29
200.23,5455651.16
200.24,3574394.65
200.25,3540187.55
200.26,4103933.14
200.27,4562548.99
200.28,3057044.18
200.29,3863373.42
200.3,3247353.89
200.31,3249544.5
200.32,4672352.93
200.33,3574269.88
200.34,4657838.87
200.35,3511968.96
200.36,4098628.43
200.37,4629598.67
200.38,4053464.08
200.39,3926296.2
200.4,3407599.21
200.41,3808979.2
200.42,3685708.75
200.43,4555902.18
200.44,3606934.67
200.45,3317867.45
200.46,3992283.32
200.47,3937302.54
200.48,4007236.72
200.49,2987806.45
200.5,4296416.99
200.51,3261060.65
200.52,4640918.19
200.53,3286243.45
200.54,4380569.81
200.55,4546700.99
200.56,2849632.88
200.57,4212234.91
200.58,4817668.28
200.59,4220395.42
200.6,4577825.52
200.61,3200694.45
200.62,3438024.0
200.63,4135460.62
200.64,3809848.0
200.65,4371728.1
200.66,3154392.33
200.67,4529412.07
200.68,4541006.49
200.69,4155133.87
200.7,2756596.2
200.71,3762267.42
200.72,3543502.94
200.73,4408936.96
200.74,3634895.57
200.75,3704239.41
200.76,3608614.57
200.77,4702876.63
200.78,3785245.65
200.79,4207081.62
200.8,5100098.71
200.81,4535076.43
200.82,3208837.18
200.83,3214265.65
200.84,4424814.19
200.85,4510285.99
200.86,4575917.91
200.87,3632943.11
200.88,3428431.88
200.89,4789099.59
200.9,3897811.49
200.91,3340873.44
200.92,3835711.0
200.93,3665910.74
200.94,4068804.7
200.95,4125665.65
200.96,3183784.15
200.97,4235065.23
200.98,3662259.72
200.99,4454275.08
201.0,5197530.14
201.01,3189752.19
201.02,4131080.85
201.03,3574960.62
201.04,4562812.94
201.05,3997273.84
201.06,4126666.8
201.07,3336827.95
201.08,3964232.76
201.09,4887931.7
201.1,2532675.35
201.11,4149197.7
201.12,4285620.0
201.13,4753578.19
201.14,4928342.29
201.15,3116851.83
201.16,4091339.06
201.17,3161986.63
201.18,4299368.53
201.19,3130681.36
201.2,4500420.87
201.21,2986691.53
201.22,4630829.98
201.23,4495698.07
201.24,3676253.96
201.25,3583601.94
201.26,3659517.62
201.27,3695025.01
201.28,3979984.75
201.29,3809132.57
201.3,3104765.08
201.31,3582897.65
201.32,6012771.1
201.33,4111915.63
201.34,4144132.68
201.35,3136982.08
201.36,4122373.82
201.37,3441434.02
201.38,3751644.17
201.39,4192688.02
201.4,3447965.12
201.41,3429873.97
201.42,4027143.97
201.43,4648109.21
201.44,3951224.88
201.45,3955536.36
201.46,5007676.51
201.47,3250442.83
201.48,3154610.53
201.49,3509531.35
201.5,3908465.89
201.51,3982144.78
201.52,3617821.03
201.53,4360248.45
201.54,4236219.06
201.55,3581031.19
201.56,3865496.98
201.57,3985406.19
201.58,3517387.23
201.59,4054499.07
201.6,4277664.03
201.61,3705701.38
201.62,4359082.5
201.63,3524908.19
201.64,4086974.13
201.65,4319287.59
201.66,4606664.9
201.67,3579235.61
201.68,4445253.56
201.69,4304628.2
201.7,2994117.0
201.71,3790437.86
201.72,4182083.2
201.73,3550151.09
201.74,3381827.39
201.75,4346824.43
201.76,3520841.55
201.77,3775117.93
201.78,3925439.91
201.79,4242508.22
201.8,4303756.53
201.81,4477241.28
201.82,4154377.94
201.83,5027860.92
201.84,4287826.55
201.85,2446575.28
201.86,4481720.87
201.87,3723026.64
201.88,4031303.1
201.89,3897591.9
201.9,3106075.48
201.91,5331563.03
201.92,5715894.9
201.93,3660487.39
201.94,4248994.21
201.95,3367292.28
201.96,4682876.53
201.97,4596259.16
201.98,3283444.99
201.99,3927900.78
202.0,3833203.72
202.01,4004640.8
202.02,2965403.45
202.03,4347073.22
202.04,3817778.28
202.05,3883148.44
202.06,5022384.94
202.07,3249254.8
202.08,4906716.49
202.09,3800766.54
202.1,3637597.8
202.11,3068430.28
202.12,3714702.83
202.13,4132534.38
202.14,3449453.14
202.15,4570811.66
202.16,3839834.39
202.17,3373920.48
202.18,3431670.17
202.19,3673549.38
202.2,3926354.92
202.21,4055976.9
202.22,4250700.64
202.23,4145432.2
202.24,4314014.87
202.25,3489659.87
202.26,4178050.68
202.27,2784098.56
202.28,3565017.76
202.29,4514733.5
202.3,3657105.32
202.31,4019114.76
202.32,5181223.48
202.33,2689360.67
202.34,4490085.87
202.35,5011050.46
202.36,3651840.8
202.37,4781748.26
202.38,3709947.72
202.39,3989990.23
202.4,3803731.2
202.41,4936320.3
202.42,3717565.94
202.43,3902720.74
202.44,4135635.14
202.45,4612369.15
202.46,3297901.21
202.47,3848137.25
202.48,3966776.0
202.49,3126252.64
202.5,3991346.8
202.51,3963894.74
202.52,3552722.17
202.53,3218431.25
202.54,3748888.8
202.55,3288321.28
202.56,4971079.92
202.57,4349739.86
202.58,3088851.13
202.59,4089054.9
202.6,4668115.15
202.61,4117103.17
202.62,4201255.53
202.63,3608925.73
202.64,3646282.38
202.65,3941538.96
202.66,3698140.4
202.67,3627129.94
202.68,4556305.6
202.69,4526500.27
202.7,3521797.8
202.71,3751527.57
202.72,3668525.74
202.73,4386824.55
202.74,4128565.29
202.75,3285485.52
202.76,3636444.01
202.77,5162280.48
202.78,2808191.44
202.79,3890128.02
202.8,4218377.91
202.81,3062542.45
202.82,3543064.14
202.83,3967037.86
202.84,3487814.53
202.85,4720315.08
202.86,4563835.2
202.87,3475318.34
202.88,4102431.59
202.89,3242925.74
202.9,4202358.54
202.91,3775421.23
202.92,4827287.36
202.93,3215863.12
202.94,3836048.25
202.95,4335486.29
202.96,3137300.85
202.97,4253946.29
202.98,3871102.98
202.99,3356068.7
203.0,4469768.21
203.01,3860526.0
203.02,3501076.17
203.03,3423251.34
203.04,3943169.86
203.05,4444201.8
203.06,4369842.03
203.07,3498709.23
203.08,4733323.06
203.09,5062669.27
203.1,2838641.87
203.11,3728214.28
203.12,4122364.46
203.13,3233439.2
203.14,5015111.62
203.15,3388253.2
203.16,4672946.78
203.17,4228817.27
203.18,3406578.2
203.19,3295128.99
203.2,4131353.45
203.21,4620581.56
203.22,3031419.15
203.23,3867303.04
203.24,4235831.31
203.25,4466343.61
203.26,3655736.02
203.27,4050298.73
203.28,4985608.8
203.29,4364830.56
203.3,3420769.67
203.31,3933224.97
203.32,3754434.82
203.33,3174561.59
203.34,3678775.28
203.35,4147189.45
203.36,2748371.36
203.37,4884235.21
203.38,2944594.89
203.39,3555577.1
203.4,4877554.44
203.41,4314153.77
203.42,3471251.03
203.43,3846085.92
203.44,3794291.97
203.45,3850413.17
203.46,5272168.48
203.47,3883475.21
203.48,4630739.37
203.49,4216851.67
203.5,2781903.1
203.51,4023314.5
203.52,3927769.11
203.53,3836076.33
203.54,3823155.14
203.55,3567099.83
203.56,3736510.7
203.57,4061705.45
203.58,4107334.86
203.59,3624324.75
203.6,4381467.49
203.61,3277250.69
203.62,3239504.64
203.63,3585256.9
203.64,3178426.82
203.65,4897195.96
203.66,3153695.59
203.67,3680236.33
203.68,4651078.76
203.69,3638342.92
203.7,4528023.29
203.71,4244867.85
203.72,4533419.05
203.73,2896063.1
203.74,5051081.18
203.75,3777535.82
203.76,3529856.63
203.77,4419874.15
203.78,3641469.61
203.79,3176499.22
203.8,4242317.34
203.81,2878825.1
